"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_cfgMagazines_real_Mag_SSG82_5rnd0","5rd SSG-82 Mag","5rd SSG-82 Mag","Zásobník SSG-82, 5 ran","5-Schuss-SSG-82-Magazin","Магазин SSG-82, 5 пат.","Magazynek SSG-82, 5-n.","5rd SSG-82 Mag","Caricatore SSG-82 5 clp","Cargador SSG-82, 5 p.","Chargeur 5 balles SSG-82","5 發 SSG-82 彈匣","5rd SSG-82 マガジン","Carregador 5 mun. SSG-82","5 发 SSG-82 弹匣",
"STR_cfgMagazines_real_Mag_SSG82_5rnd1","Detachable magazine for the SSG-82 rifle. Holds up to 5 rounds of 5.45x39mm ammunition.","Detachable magazine for the SSG-82 rifle. Holds up to 5 rounds of 5.45x39mm ammunition.","Odnímatelný zásobník do pušky SSG-82. Pojme až 5 nábojů ráže 5,45x39 mm.","Abnehmbares Magazin für das SSG-82-Scharfschützengewehr. Fasst bis zu 5 Schuss 5,45x39mm-Munition.","Съемный коробчатый магазин для винтовки SSG-82. Вмещает до 5 патронов калибра 5,45x39 мм.","Zewnętrzny magazynek do karabinu SSG-82. Mieści 5 naboi 5,45x39 mm.","Detachable magazine for the SSG-82 rifle. Holds up to 5 rounds of 5.45x39mm ammunition.","Caricatore estraibile per fucile SSG-82. Contiene fino a 5 munizioni calibro 5.45x39 mm.","Un cargador desmontable para el fusil SSG-82. Contiene hasta 5 proyectiles de 5,45x39 mm.","Un chargeur amovible pour fusil SSG-82. Contient jusqu'à 5 balles de calibre 5,45x39 mm.","可拆卸式彈匣，適用 SSG-82 步槍，最多能裝 5 發 5.45x39mm 子彈。","SSG-82 ライフルのための着脱式マガジン。5.45x39mm 弾薬を最大 5 発装填できる。","Carregador destacável para fuzil de assalto SSG-82. Armazena até 5 munições calibre 5.45x39mm.","SSG-82 步枪的可拆卸式弹匣，最多可容纳 5 发 5.45x39 毫米子弹。",
"STR_cfgMagazines_real_Mag_STANAGCoupled_30Rnd0","30rd Coupled Stanag Mag","30rd Coupled Stanag Mag","Stanag zásobník, 30 ran pár","30-Schuss-Stanag-Kombomagazin","Сдв. магазин Stanag, 30 пат.","Magazynek (Stanag, podw.), 30-n.","30rd Coupled Stanag Mag","Caricatore Stanag acc. 30 clp","Cargador Stanag doble, 30 p.","Chargeur 2x30 balles Stanag","雙彈匣 Stanag 彈匣 30 發","ダブルマガジン Stanag マガジン 30発","Carregador 30 mun. Stanag duplo","双弹匣 Stanag 弹匣 30 发",
"STR_cfgMagazines_real_Mag_STANAGCoupled_30Rnd1","Coupled Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 60 rounds of 5.56x45mm.","Coupled Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 60 rounds of 5.56x45mm.","Dvojitý zásobník Stanag do odpovídajících útočných pušek aliančních sil. Pojme až 60 nábojů ráže 5,56x45 mm.","Kombiniertes, Stanag Magazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 60 Schuss 5,56x45mm-Munition.","Сдвоенный магазин Stanag для штурмовых винтовок, состоящих на вооружении сил NATO. Вмещает до 60 патронов калибра 5,56x45 мм.","Podwójny Stanag magazynek do karabinów szturmowych używanych przez siły przymierza. Mieści 60 naboi 5,56x45 mm.","Coupled Stanag magazine for compliant assault rifles used by alliance forces. Holds up to 60 rounds of 5.56x45mm.","Caricatore Stanag accoppiato per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 60 munizioni calibro 5.56x45 mm.","Un cargador Stanag doble para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 60 proyectiles de 5,56x45 mm.","Un chargeur double Stanag pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 60 balles de calibre 5,56x45 mm.","雙彈匣 Stanag，適用於盟軍的某些突擊步槍。最多能裝 60 發 5.56x45mm 子彈。","同盟軍が使用するアサルトライフル用のダブルPmagマガジン。5.56x45mm を最大 60 発装填できる。","Carregador Stanag duplo para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 60 munições calibre 5.56x45mm.","双 Pmag 弹匣，供联盟部队使用的突击步枪使用。最多可容纳60发5.56x45毫米子弹。",
"STR_cfgMagazines_real_Mag_STANAG_30Rnd0","30rd Stanag Mag","30rd Stanag Mag","Stanag zásobník, 30 ran","30-Schuss-Stanag-Magazin","Магазин Stanag, 30 пат.","Magazynek (Stanag), 30-n.","30rd Stanag Mag","Caricatore Stanag 30 clp","Cargador Stanag, 30 p.","Chargeur 30 balles Stanag","Pmag彈匣 30發彈匣","Pmagマガジン 30連マガジン","Carregador 30 mun. Stanag","Stanag弹匣 30发弹匣",
"STR_cfgMagazines_real_Mag_STANAG_30Rnd1","Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 30 rounds of 5.56x45mm.","Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 30 rounds of 5.56x45mm.","Zásobník Stanag do odpovídajících útočných pušek aliančních sil. Pojme až 30 nábojů ráže 5,56x45 mm.","Stanag Magazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 30 Schuss 5,56x45mm-Munition.","Магазин Stanag для штурмовых винтовок, состоящих на вооружении сил NATO. Вмещает до 30 патронов калибра 5,56x45 мм.","Stanag magazynek do karabinów szturmowych używanych przez siły przymierza. Mieści 30 naboi 5,56x45 mm.","Stanag magazine for compliant assault rifles used by alliance forces. Holds up to 30 rounds of 5.56x45mm.","Caricatore Stanag per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 30 munizioni calibro 5.56x45 mm.","Cargador Stanag para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 30 proyectiles de 5,56x45 mm.","Un chargeur Stanag pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 30 balles de calibre 5,56x45 mm.","商店 Stanag，適用於盟軍的某些突擊步槍。最多能裝 30 發 5.56x45mm 子彈。","同盟軍が使用するアサルトライフル用のPmagマガジン。5.56x45mm を最大 30 発装填できる。","Carregador Stanag para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 30 munições calibre 5.56x45mm.","联盟部队使用的突击步枪 Stanag 弹匣。可容纳最多 30 发 5.56x45mm 子弹。",
"STR_cfgMagazines_real_Mag_STANAG_60Rnd0","60rd Stanag Mag","60rd Stanag Mag","Stanag zásobník, 60 ran","60-Schuss-Stanag-Magazin","Магазин Stanag, 60 пат.","Magazynek (Stanag), 60-n.","60rd Stanag Mag","Caricatore Stanag 60 clp","Cargador Stanag, 60 p.","Chargeur 60 balles Stanag","Pmag彈匣 60發彈匣","Pmagマガジン 60連マガジン","Carregador 60 mun. Stanag","Stanag弹匣 60发弹匣",
"STR_cfgMagazines_real_Mag_STANAG_60Rnd1","Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 60 rounds of 5.56x45mm.","Stanag magazine for compliant assault rifles used by NATO forces. Holds up to 60 rounds of 5.56x45mm.","Zásobník Stanag do odpovídajících útočných pušek aliančních sil. Pojme až 60 nábojů ráže 5,56x45 mm.","Stanag Magazin für kompatible Sturmgewehre der Alliierten-Streitkräfte. Fasst bis zu 60 Schuss 5,56x45mm-Munition.","Магазин Stanag для штурмовых винтовок, состоящих на вооружении сил NATO. Вмещает до 60 патронов калибра 5,56x45 мм.","Stanag magazynek do karabinów szturmowych używanych przez siły przymierza. Mieści 60 naboi 5,56x45 mm.","Stanag magazine for compliant assault rifles used by alliance forces. Holds up to 60 rounds of 5.56x45mm.","Caricatore Stanag per fucili d’assalto conformi usati dalle forze dell’alleanza. Contiene fino a 60 munizioni calibro 5.56x45 mm.","Cargador Stanag para fusiles de asalto determinados, utilizados por las tropas de la Alianza. Contiene hasta 60 proyectiles de 5,56x45 mm.","Un chargeur Stanag pour les fusils d'assaut compatibles de l'Alliance. Contient jusqu'à 60 balles de calibre 5,56x45 mm.","商店 Stanag，適用於盟軍的某些突擊步槍。最多能裝 60 發 5.56x45mm 子彈。","同盟軍が使用するアサルトライフル用のPmagマガジン。5.56x45mm を最大 60 発装填できる。","Carregador Stanag para fuzis de assalto compatíveis usados pelas forças da aliança. Armazena até 60 munições calibre 5.56x45mm.","联盟部队使用的突击步枪 Stanag 弹匣。可容纳最多 60 发 5.56x45mm 子弹。",
"STR_cfgMagazines_real_Mag_SVD_10Rnd0","10rd SVD Mag","10rd SVD Mag","Zásobník SVD, 10 ran","10-Schuss-SVD-Magazin","Магазин СВД, 10 пат.","Magazynek SVD, 10-n.","10rd SVD Mag","Caricatore SVD 10 clp","Cargador SVD, 10 p.","Chargeur 10 balles SVD","10 發 SVD 彈匣","10rd SVD マガジン","Carregador 10 mun. SVD","10 发 SVD 弹匣",
"STR_cfgMagazines_real_Mag_SVD_10Rnd1","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Odnímatelný schránkový zásobník na ostrostřeleckou pušku SVD. Pojme až 10 nábojů ráže 7,62x54 mmR.","Abnehmbares Kastenmagazin für das SVD-Scharfschützengewehr. Fasst bis zu 10 Schuss 7,62x54mmR-Munition.","Съемный коробчатый магазин для снайперской винтовки СВД. Вмещает до 10 патронов калибра 7,62x54 мм R.","Zewnętrzny magazynek pudełkowy do karabinu precyzyjnego SVD. Mieści 10 naboi 7,62x54 mmR.","Detachable box magazine for SVD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.","Caricatore estraibile per fucile da tiratore scelto SVD. Contiene fino a 10 munizioni calibro 7.62x54 mm R.","Un cargador desmontable para el fusil de tirador SVD. Contiene hasta 10 proyectiles de 7,62x54 mmR.","Un chargeur amovible pour fusil de précision SVD. Contient jusqu'à 10 balles de calibre 7,62x54 mm R.","可拆卸式盒裝彈匣，適用 SVD 特等射手步槍。最多能裝 10 發 7.62x54mmR 子彈。","SVD マークスマンライフルのための取り外し可能な箱弾倉。7.62x54mmR を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzil de franco-atirador SVD. Armazena até 10 munições calibre 7.62x54mmR.","SVD 精确射击步枪的可拆卸弹匣。可容纳最多 10 发 7.62x54mmR 子弹。",
"STR_cfgMagazines_real_Mag_UMP_25Rnd0","25rd UMP-45 Mag","25rd UMP-45 Mag","Zásobník UMP-45, 25 ran","25-Schuss-UMP-45-Magazin","Магазин UMP-45, 25 пат.","Magazynek UMP-45, 25-n.","25rd UMP-45 Mag","Caricatore UMP-45 25 clp","Cargador UMP-45, 25 p.","Chargeur 25 balles UMP-45","25 發 UMP-45 彈匣","25rd UMP-45 マガジン","Carregador 25 mun. UMP-45","25 发 UMP-45 弹匣",
"STR_cfgMagazines_real_Mag_UMP_25Rnd1","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Odnímatelný schránkový zásobník na samopal UMP-45. Pojme až 25 nábojů ráže .45 ACP.","Abnehmbares Kastenmagazin für die UMP-45-Maschinenpistole. Fasst bis zu 25 Schuss .45 ACP-Munition.","Съемный коробчатый магазин для пистолета-пулемета UMP-45. Вмещает до 25 патронов калибра .45 ACP.","Zewnętrzny magazynek pudełkowy do pistoletu maszynowego UMP-45. Mieści 25 naboi .45 ACP.","Detachable box magazine for UMP-45 submachine gun. Holds up to 25 rounds of .45 ACP.","Caricatore estraibile per mitra UMP-45. Contiene fino a 25 munizioni calibro .45 ACP.","Un cargador desmontable para la metralleta UMP-45. Contiene hasta 25 proyectiles de .45 ACP.","Un chargeur amovible pour pistolet mitrailleur UMP-45. Contient jusqu'à 25 balles de calibre .45 ACP.","可拆卸式盒裝彈匣，適用 UMP-45 機關槍。最多能裝 25 發 .45 ACP 子彈。","H&K UMP-45 短機関銃のための取り外し可能な箱弾倉。.45 ACP を最大 25 発装填できる。","Carregador tipo caixa destacável para metralhadora UMP-45. Armazena até 25 munições calibre .45 ACP.","H&K UMP-45 冲锋枪的可拆卸弹匣。可容纳最多 25 发 .45 ACP 子弹。",
"STR_cfgMagazines_real_Mag_VAL_20Rnd0","20rd AS Val Mag","20rd AS Val Mag","Zásobník AS Val, 20 ran","20-Schuss-AS Val-Magazin","Магазин AC Вал, 20 пат.","Magazynek AS Val, 20-n.","20rd AS Val Mag","Caricatore AS Val 20 clp","Cargador AS Val, 20 p.","Chargeur 20 balles AS Val","20 發 AS Val 彈匣","20rd AS Val マガジン","Carregador 20 mun. AS Val","20 发 AS Val 弹匣",
"STR_cfgMagazines_real_Mag_VAL_20Rnd1","Detachable box magazine for AS Val and VSS rifles. Holds up to 20 rounds of 9x39mm.","Detachable box magazine for AS Val and VSS rifles. Holds up to 20 rounds of 9x39mm.","Odnímatelný schránkový zásobník na pušky VSS a AS Val. Pojme až 20 nábojů ráže 9x39 mm.","Abnehmbares Kastenmagazin für VSS und AS Val-Gewehre. Fasst bis zu 20 Schuss 9x39mm-Munition.","Съемный коробчатый магазин для автомата AC Вал и снайперской винтовки ВСС. Вмещает до 20 патронов калибра 9x39 мм.","Zewnętrzny magazynek pudełkowy do karabinów AS Val i VSS. Mieści 20 naboi 9x39 mm.","Detachable box magazine for AS Val and VSS rifles. Holds up to 20 rounds of 9x39mm.","Caricatore estraibile per fucili AS Val e VSS. Contiene fino a 20 munizioni calibro 9x39 mm.","Un cargador desmontable para los fusiles AS Val y VSS. Contiene hasta 20 proyectiles de 9x39 mm.","Un chargeur amovible pour fusils de précision AS Val et VSS. Contient jusqu'à 20 balles de calibre 9x39 mm.","可拆卸式盒裝彈匣，適用 AS Val 和 VSS 射手步槍。最多能裝 20 發 9x39mm 子彈。","AS Val/VSS ライフルのための取り外し可能な箱弾倉。9x39mm を最大 20 発装填できる。","Carregador tipo caixa destacável para fuzis AS Val e VSS. Armazena até 20 munições calibre 9x39mm.","VSS 和 AS Val 步枪的可拆卸盒式弹匣。可容纳最多 20 发 9x39 毫米子弹。",
"STR_cfgMagazines_real_Mag_VSS_10Rnd0","10rd VSS Mag","10rd VSS Mag","Zásobník VSS, 10 ran","10-Schuss-VSS-Magazin","Магазин ВСС, 10 пат.","Magazynek VSS, 10-n.","10rd VSS Mag","Caricatore VSS 10 clp","Cargador VSS, 10 p.","Chargeur 10 balles VSS","10 發 VSS 彈匣","10rd VSS マガジン","Carregador 10 mun. VSS","10 发 VSS 弹匣",
"STR_cfgMagazines_real_Mag_VSS_10Rnd1","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Odnímatelný schránkový zásobník na pušky VSS a AS Val. Pojme až 10 nábojů ráže 9x39 mm.","Abnehmbares Kastenmagazin für VSS und AS Val-Gewehre. Fasst bis zu 10 Schuss 9x39mm-Munition.","Съемный коробчатый магазин для снайперской винтовки ВСС и автомата AC Вал. Вмещает до 10 патронов калибра 9x39 мм.","Zewnętrzny magazynek pudełkowy do karabinów VSS i AS Val. Mieści 10 naboi 9x39 mm.","Detachable box magazine for VSS and AS Val rifles. Holds up to 10 rounds of 9x39mm.","Caricatore estraibile per fucili VSS e AS Val. Contiene fino a 10 munizioni calibro 9x39 mm.","Un cargador desmontable para los fusiles VSS y AS Val. Contiene hasta 10 proyectiles de 9x39 mm.","Un chargeur amovible pour fusils de précision VSS et AS Val. Contient jusqu'à 10 balles de calibre 9x39 mm.","可拆卸式盒裝彈匣，適用 VSS 和 AS Val 步槍。最多能裝 10 發 9x39mm 子彈。","VSS/AS Val ライフルのための取り外し可能な箱弾倉。9x39mm を最大 10 発装填できる。","Carregador tipo caixa destacável para fuzis AS Val e VSS. Armazena até 10 munições calibre 9x39mm.","VSS 和 AS Val 步枪的可拆卸盒式弹匣。可容纳最多 10 发 9x39 毫米子弹。",
"STR_cfgVehicles_real_AK_Bayonet0","AK Bayonet","AK Bayonet","Bajonet AK","AK-Bajonett","Штык-нож AK","Bagnet AK","AK Bayonet","Baionetta AK","Bayoneta para AK","Baïonnette de AK","AK 刺刀","AK 銃剣","Baioneta AK","AK 刺刀",
"STR_cfgVehicles_real_AK_Bayonet1","A bayonet for AK based assault rifles with a bayonet lug.","A bayonet for AK based assault rifles with a bayonet lug.","Bajonet na útočné pušky AK s montáží na bajonet.","Ein Bajonett für AK-basierte Sturmgewehre mit Bajonettaufsatz.","Штык-нож к автоматам на базе АК с выступом для крепления.","Bagnet na karabin szturmowy AK z odpowiednim uchwytem.","A bayonet for AK based assault rifles with a bayonet lug.","Una baionetta per fucili d’assalto di derivazione AK dotati di attacco per baionetta.","Una bayoneta para fusiles de asalto AK, con un agarre de bayoneta.","Une baïonnette pouvant être fixée aux fusils d'assaut de type AK.","刺刀，可加裝在有刺刀座的 AK 系列突擊步槍。","着剣ラグのある AK ベースのアサルトライフルのための銃剣。","Uma baioneta para fuzis de assalto baseados em AK com uma trava de baioneta.","一种带有刺刀座的 AK 型突击步枪的刺刀。",
"STR_cfgVehicles_real_AK_Suppressor0","TGP-A Suppressor","TGP-A Suppressor","TGP-A Supesor","TGP-A Schalldämpfer","ТГП-А Глушитель","TGP-A Tłumik","TGP-A Suppressor","TGP-A Soppressore","TGP-A Supresor","TGP-A Suppresseur","TGP-A抑制","TGP-A サプレッサー","TGP-A Supressor","TGP-A抑制",
"STR_cfgVehicles_real_AK_Suppressor1","A muzzle device for select rifles used by Eastern forces. Reduces sound intensity and muzzle flash generated by firing.","A muzzle device for select rifles used by Eastern forces. Reduces sound intensity and muzzle flash generated by firing.","Doplněk na ústí hlavně na vybrané pušky východních sil. Při výstřelu snižuje intenzitu zvuku a záblesk z hlavně.","Laufaufsatz für diverse Gewehre der östlichen Streitkräfte. Reduziert Lärm und Mündungsfeuer.","Дульное устройство для некоторых винтовок, состоящих на вооружении сил восточного блока. Снижает интенсивность звука и дульную вспышку при стрельбе.","Tłumik do wybranych karabinów używanych przez siły Wschodu. Tłumi dźwięki i zmniejsza rozbłysk po wystrzale.","A muzzle device for select rifles used by Eastern forces. Reduces sound intensity and muzzle flash generated by firing.","Congegno da montare alla volata di determinati fucili utilizzati dalle forze dell’est per ridurre l’intensità del suono e il flash di bocca generato dallo sparo.","Un dispositivo silenciador para una selección de fusiles de las tropas del Este. Reduce tanto la intensidad del sonido como el fogonazo que se produce al disparar.","Un dispositif monté sur le canon de certains fusils des forces de l'Est. Réduit l'intensité du son et du flash lumineux produits par le tir.","槍口配件，適用於東軍的某些步槍。降低開槍時的聲音強度與槍口火光。","東部軍によって使用される特定のライフルのための銃口装置。射撃の際に発生する音の強さと銃口の火花を減少させる。","Um dispositivo de boca para fuzis específicos usados pelas forças orientais. Reduz a intensidade do som e a luminosidade da boca ao disparar.","东方部队使用的精选步枪的枪口装置。可减少射击产生的声音强度和枪口焰。",
"STR_cfgVehicles_real_M4_Suppressor0","AAC M4-2000 Suppressor","AAC M4-2000 Suppressor","AAC M4-2000 Supresor","AAC M4-2000 Schalldämpfer","AAC M4-2000 Глушитель","AAC M4-2000 Tłumik","AAC M4-2000 Suppressor","AAC M4-2000 Soppressore","AAC M4-2000 Supresor","AAC M4-2000 Suppresseur","AAC M4-2000抑制","AAC M4-2000 サプレッサー","AAC M4-2000 Supressor","AAC M4-2000抑制",
"STR_cfgVehicles_real_M4_Suppressor1","A muzzle device for select rifles used by NATO forces. Reduces sound intensity and muzzle flash generated by firing.","A muzzle device for select rifles used by NATO forces. Reduces sound intensity and muzzle flash generated by firing.","Doplněk na ústí hlavně na vybrané pušky aliančních sil. Při výstřelu snižuje intenzitu zvuku a záblesk z hlavně.","Ein Laufaufsatz für diverse Gewehre, das von den Allianzstreitkräften eingesetzt wurde. Reduziert Lärm und Mündungsfeuer.","Дульное устройство для некоторых винтовок, состоящих на вооружении сил NATO. Снижает интенсивность звука и дульную вспышку при стрельбе.","Tłumik do wybranych karabinów wykorzystywanych przez siły przymierza. Tłumi dźwięki i zmniejsza rozbłysk po wystrzale.","A muzzle device for select rifles used by alliance forces. Reduces sound intensity and muzzle flash generated by firing.","Congegno da montare alla volata di determinati fucili utilizzati dalle forze dell’alleanza per ridurre l’intensità del suono e il flash di bocca generato dallo sparo.","Un dispositivo silenciador para una selección de fusiles de las tropas de la Alianza. Reduce tanto la intensidad del sonido como el fogonazo que se produce al disparar.","Un dispositif monté sur le canon de certains fusils de l'Alliance. Réduit l'intensité du son et du flash lumineux produits par le tir.","槍口配件，適用於盟軍的某些步槍。降低開槍時的聲音強度與槍口火光。","同盟軍によって使用される特定のライフルのための銃口装置。射撃の際に発生する音の強さと銃口の火花を減少させる。","Um dispositivo de boca para fuzis específicos usados pelas forças da aliança. Reduz a intensidade do som e a luminosidade da boca ao disparar.","联盟部队使用的精选步枪的枪口装置。可减少射击产生的声音强度和枪口焰。",
"STR_cfgVehicles_real_M9A1_Bayonet0","M9A1 Bayonet","M9A1 Bayonet","Bajonet M9A1","M9A1-Bajonett","Штык-нож M9A1","Bagnet M9A1","M9A1 Bayonet","Baionetta M9A1","Bayoneta para M9A1","Baïonnette de M9A1","M9A1 刺刀","M9A1 銃剣","Baioneta M9A1","M9A1 刺刀",
"STR_cfgVehicles_real_M9A1_Bayonet1","A bayonet for M4A1 assault rifle with a bayonet lug.","A bayonet for M4A1 assault rifle with a bayonet lug.","Bajonet na útočnou pušku M4A1 s montáží na bajonet.","Ein Bajonett für das M4A1-Sturmgewehr mit Bajonettaufsatz.","Штык-нож к штурмовой винтовке M4A1 с выступом для крепления.","Bagnet na karabin M4A1 z odpowiednim uchwytem.","A bayonet for M4A1 assault rifle with a bayonet lug.","Una baionetta per fucile d’assalto M4A1 dotato di attacco per baionetta.","Una bayoneta para el fusil de asalto M4A1, con un agarre de bayoneta.","Une baïonnette pouvant être fixée au fusil d'assaut M4A1.","刺刀，可加裝在有刺刀座的 M4A1 突擊步槍。","着剣ラグのある M4A1 アサルトライフルのための銃剣。","Uma baioneta para o fuzil de assalto M4A1 com uma trava de baioneta.","一种带有刺刀座的 M4A1 突击步枪的刺刀。",
"STR_cfgVehicles_real_Mosin_Bayonet0","Mosin Bayonet","Mosin Bayonet","Bajonet Mosin","Mosin Bajonett","Штык винтовки Мосина","Bagnet Mosin","Mosin Bayonet","Baionetta Mosin","Bayoneta para Mosin","Baïonnette de Mosin","Mosin 刺刀","モシン・ナガン 銃剣","Baioneta Mosin","Mosin 刺刀",
"STR_cfgVehicles_real_Mosin_Bayonet1","A bayonet for Mosin rifle with a bayonet lug.","A bayonet for Mosin rifle with a bayonet lug.","Bajonet na pušku Mosin s montáží na bajonet.","Ein Bajonett für das Mosin-Gewehr mit Bajonettaufsatz.","Штык к винтовке Мосина с выступом для крепления.","Bagnet na karabin Mosin z odpowiednim uchwytem.","A bayonet for Mosin rifle with a bayonet lug.","Una baionetta per fucile Mosin con un attacco per baionetta.","Una bayoneta para el fusil Mosin, con un agarre de bayoneta.","Une baïonnette pouvant être fixée au fusil Mosin.","刺刀，可加裝在有刺刀座的 Mosin 步槍。","ラグ付きモシン・ナガンライフル用銃剣。","Uma baioneta para o fuzil Mosin com uma trava de baioneta.","一种带有刺刀座的 Mosin 步枪的刺刀。",
"STR_cfgVehicles_real_Mosin_Compensator0","Mosin Compensator","Mosin Compensator","Kompenzátor Mosin","Mosin-Kompensator","Надульник винтовки Мосина","Kompensator odrzutu Mosin","Mosin Compensator","Compensatore Mosin","Compensador Mosin","Compensateur de Mosin","Mosin 補償器","モシン・ナガン コンペンセイター","Compensador Mosin","Mosin 补偿器",
"STR_cfgVehicles_real_Mosin_Compensator1","A muzzle device for Mosin rifle. Used to counter recoil during firing.","A muzzle device for Mosin rifle. Used to counter recoil during firing.","Doplněk na ústí hlavně pušky Mosin. Používá se k potlačení zpětného rázu při střelbě.","Laufaufsatz für das Mosin. Verringert den Rückstoß.","Дульное устройство для винтовки Мосина. Используется для компенсации отдачи при стрельбе.","Hamulec wylotowy do karabinu Mosin-Nagant. Ogranicza odrzut przy strzelaniu.","A muzzle device for Mosin rifle. Used to counter recoil during firing.","Congegno da montare alla volata del fucile Mosin per contrastare il rinculo.","Un silenciador para el fusil Mosin. Se usa para contrarrestar el retroceso al disparar.","Un accessoire de canon pour le fusil Mosin. Permet de contrer le recul lors du tir.","槍口配件，適用於 Mosin 步槍。用於抵銷開槍時的後座力。","モシン・ナガン ライフルのための銃口装置。射撃時の反動を和らげるために使用できる。","Um dispositivo de boca para fuzil Mosin. Usado para conter o recuo durante o disparo.","Mosin 步枪的枪口装置。用于在射击时抵消后坐力。",
"STR_cfgVehicles_real_MP5_Compensator0","MP5 Compensator","MP5 Compensator","Kompenzátor MP5K","MP5-Kompensator","Надульник MP5K","Kompensator odrzutu MP5K","MP5 Compensator","Compensatore MP5K","Compensador de retroceso MP5K","Compensateur de MP5K","MP5 補償器","MP5 コンペンセイター","Compensador MP5K","MP5 补偿器",
"STR_cfgVehicles_real_MP5_Compensator1","A muzzle device for MP5K submachine gun. Used to counter recoil during firing.","A muzzle device for MP5K submachine gun. Used to counter recoil during firing.","Doplněk na ústí hlavně samopalu MP5K. Používá se k potlačení zpětného rázu při střelbě.","Laufaufsatz für die MP5K-Maschinenpistole. Verringert den Rückstoß.","Дульное устройство для пистолета-пулемета MP5K. Используется для компенсации отдачи при стрельбе.","Hamulec wylotowy do pistoletu maszynowego MP5K. Ogranicza odrzut przy strzelaniu.","A muzzle device for MP5K submachine gun. Used to counter recoil during firing.","Congegno da montare alla volata del mitra MP5K per contrastare il rinculo durante lo sparo.","Un silenciador para la metralleta MP5K. Se usa para contrarrestar el retroceso al disparar.","Un accessoire de canon pour le pistolet mitrailleur MP5K. Permet de contrer le recul lors du tir.","槍口配件，適用 MP5K 機關槍。用於抵銷開槍時的後座力。","H&K MP5 短機関銃のための銃口装置。射撃時の反動を和らげるために使用できる。","Um dispositivo de boca para metralhadora MP5K. Usado para conter o recuo durante o disparo.","H&K MP5 冲锋枪的枪口装置。用于在射击时抵制后坐力。",
"STR_cfgVehicles_real_PistolSuppressor0","Gemtech Tundra 9mm Suppressor","Gemtech Tundra 9mm Suppressor","Gemtech Tundra 9mm tlumič","Gemtech Tundra 9mm-Schalldämpfer","Gemtech Tundra 9mm Глушитель","Tłumik Gemtech Tundra 9mm","Gemtech Tundra 9mm Suppressor","Silenziatore per Gemtech Tundra 9mm","Silenciador de Gemtech Tundra 9mm","Silencieux de Gemtech Tundra 9mm","手槍消音器","ピストル用サプレッサー","Supressor de Gemtech Tundra 9mm","手枪声音抑制器",
